"name","patients_seen_in_four_hours","attendances_at_ane","emergency_admissions_via_type_1_ae","analysisdate"
"Great Western Hospitals NHS Foundation Trust",96.3,1404,320,"2013.10.20"
"Royal United Hospital Bath NHS Trust",97.9,1332,517,"2013.10.20"
"Salisbury NHS Foundation Trust",97.4,818,221,"2013.10.20"
"Birmingham Children's Hospital NHS Foundation Trust",99.2,919,230,"2013.10.20"
"Heart Of England NHS Foundation Trust",85,4428,1429,"2013.10.20"
"Sandwell And West Birmingham Hospitals NHS Trust",82.5,2780,760,"2013.10.20"
"The Dudley Group NHS Foundation Trust",87.3,1800,529,"2013.10.20"
"The Royal Wolverhampton NHS Trust",92.4,2015,390,"2013.10.20"
"University Hospitals Birmingham NHS Foundation Trust",94,1891,484,"2013.10.20"
"Walsall Healthcare NHS Trust",89.5,1849,427,"2013.10.20"
"North Bristol NHS Trust",82.7,1364,446,"2013.10.20"
"Taunton And Somerset NHS Foundation Trust",92.9,1062,308,"2013.10.20"
"University Hospitals Bristol NHS Foundation Trust",93.5,1911,563,"2013.10.20"
"Weston Area Health NHS Trust",94.7,940,205,"2013.10.20"
"Yeovil District Hospital NHS Foundation Trust",98.2,833,243,"2013.10.20"
"Countess Of Chester Hospital NHS Foundation Trust",93.3,1296,346,"2013.10.20"
"East Cheshire NHS Trust",88.5,876,244,"2013.10.20"
"Mid Cheshire Hospitals NHS Foundation Trust",94.5,1163,260,"2013.10.20"
"Warrington And Halton Hospitals NHS Foundation Trust",91.2,1612,446,"2013.10.20"
"Wirral University Teaching Hospital NHS Foundation Trust",92.9,1776,570,"2013.10.20"
"City Hospitals Sunderland NHS Foundation Trust",88.2,1303,663,"2013.10.20"
"Gateshead Health NHS Foundation Trust",94.8,1216,323,"2013.10.20"
"North Cumbria University Hospitals NHS Trust",93.1,1464,395,"2013.10.20"
"Northumbria Healthcare NHS Foundation Trust",97.8,2565,733,"2013.10.20"
"South Tyneside NHS Foundation Trust",95.8,1112,269,"2013.10.20"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",97.9,2166,448,"2013.10.20"
"University Hospitals Of Morecambe Bay NHS Foundation Trust",96,1596,433,"2013.10.20"
"Chesterfield Royal Hospital NHS Foundation Trust",96.7,1428,398,"2013.10.20"
"Derby Hospitals NHS Foundation Trust",97.3,2187,707,"2013.10.20"
"Nottingham University Hospitals NHS Trust",95.4,3094,844,"2013.10.20"
"Sherwood Forest Hospitals NHS Foundation Trust",94.6,1782,499,"2013.10.20"
"Northern Devon Healthcare NHS Trust",95.6,675,227,"2013.10.20"
"Plymouth Hospitals NHS Trust",98.5,1715,510,"2013.10.20"
"Royal Cornwall Hospitals NHS Trust",85.7,1046,450,"2013.10.20"
"Royal Devon And Exeter NHS Foundation Trust",97.3,1867,502,"2013.10.20"
"South Devon Healthcare NHS Foundation Trust",97.3,1421,497,"2013.10.20"
"County Durham And Darlington NHS Foundation Trust",83.9,2302,681,"2013.10.20"
"North Tees And Hartlepool NHS Foundation Trust",95.8,1217,302,"2013.10.20"
"South Tees Hospitals NHS Foundation Trust",95.6,2360,513,"2013.10.20"
"Cambridge University Hospitals NHS Foundation Trust",91.3,1986,651,"2013.10.20"
"Hinchingbrooke Health Care NHS Trust",95.9,675,181,"2013.10.20"
"Ipswich Hospital NHS Trust",95.2,1486,394,"2013.10.20"
"James Paget University Hospitals NHS Foundation Trust",98.1,1239,239,"2013.10.20"
"Norfolk And Norwich University Hospitals NHS Foundation Trust",90.5,1862,609,"2013.10.20"
"Peterborough And Stamford Hospitals NHS Foundation Trust",94.5,1569,604,"2013.10.20"
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",88.9,1054,373,"2013.10.20"
"West Suffolk NHS Foundation Trust",97.4,1070,278,"2013.10.20"
"Basildon And Thurrock University Hospitals NHS Foundation Trust",97.1,2191,398,"2013.10.20"
"Colchester Hospital University NHS Foundation Trust",96,1414,409,"2013.10.20"
"Mid Essex Hospital Services NHS Trust",99.4,1481,403,"2013.10.20"
"Southend University Hospital NHS Foundation Trust",98,1651,331,"2013.10.20"
"The Princess Alexandra Hospital NHS Trust",96.7,1987,519,"2013.10.20"
"Bolton NHS Foundation Trust",98.2,2098,481,"2013.10.20"
"Central Manchester University Hospitals NHS Foundation Trust",90.5,3440,941,"2013.10.20"
"Pennine Acute Hospitals NHS Trust",91.2,4809,1194,"2013.10.20"
"Salford Royal NHS Foundation Trust",97.6,1652,533,"2013.10.20"
"Stockport NHS Foundation Trust",97.3,1656,546,"2013.10.20"
"Tameside Hospital NHS Foundation Trust",93,1476,382,"2013.10.20"
"University Hospital Of South Manchester NHS Foundation Trust",97.5,1686,527,"2013.10.20"
"Wrightington, Wigan And Leigh NHS Foundation Trust",98.4,1774,524,"2013.10.20"
"Bedford Hospital NHS Trust",83.4,1200,256,"2013.10.20"
"East And North Hertfordshire NHS Trust",97.6,2351,592,"2013.10.20"
"Kettering General Hospital NHS Foundation Trust",89,1388,391,"2013.10.20"
"Luton And Dunstable University Hospital NHS Foundation Trust",98.6,1559,459,"2013.10.20"
"Milton Keynes Hospital NHS Foundation Trust",92.5,1401,333,"2013.10.20"
"Northampton General Hospital NHS Trust",83.4,1938,434,"2013.10.20"
"West Hertfordshire Hospitals NHS Trust",82.9,1575,507,"2013.10.20"
"Dartford And Gravesham NHS Trust",96.2,1917,572,"2013.10.20"
"East Kent Hospitals University NHS Foundation Trust",90.3,2622,768,"2013.10.20"
"Maidstone And Tunbridge Wells NHS Trust",96.6,2274,642,"2013.10.20"
"Medway NHS Foundation Trust",96.4,1737,200,"2013.10.20"
"Blackpool Teaching Hospitals NHS Foundation Trust",90.7,1614,387,"2013.10.20"
"East Lancashire Hospitals NHS Trust",90.2,1854,635,"2013.10.20"
"Lancashire Teaching Hospitals NHS Foundation Trust",95.9,2390,431,"2013.10.20"
"United Lincolnshire Hospitals NHS Trust",94.5,2931,727,"2013.10.20"
"University Hospitals Of Leicester NHS Trust",88,2411,842,"2013.10.20"
"Barking, Havering And Redbridge University Hospitals NHS Trust",79.2,3657,870,"2013.10.20"
"Barnet And Chase Farm Hospitals NHS Trust",86.3,2950,496,"2013.10.20"
"Barts Health NHS Trust",96.7,5491,1592,"2013.10.20"
"Chelsea And Westminster Hospital NHS Foundation Trust",98.7,2000,315,"2013.10.20"
"Croydon Health Services NHS Trust",80,1202,537,"2013.10.20"
"Ealing Hospital NHS Trust",94.7,788,385,"2013.10.20"
"Epsom And St Helier University Hospitals NHS Trust",95.8,2490,612,"2013.10.20"
"Guy's And St Thomas' NHS Foundation Trust",95.6,2656,572,"2013.10.20"
"Homerton University Hospital NHS Foundation Trust",96.5,2174,309,"2013.10.20"
"Imperial College Healthcare NHS Trust",92.5,2532,998,"2013.10.20"
"King's College Hospital NHS Foundation Trust",85.4,3951,780,"2013.10.20"
"Kingston Hospital NHS Foundation Trust",93.5,1952,322,"2013.10.20"
"Lewisham And Greenwich NHS Trust",88,4149,997,"2013.10.20"
"North Middlesex University Hospital NHS Trust",94,2429,328,"2013.10.20"
"North West London Hospitals NHS Trust",88.3,1970,728,"2013.10.20"
"Royal Free London NHS Foundation Trust",96,1694,333,"2013.10.20"
"St George's Healthcare NHS Trust",93.3,2642,960,"2013.10.20"
"The Hillingdon Hospitals NHS Foundation Trust",91.7,932,385,"2013.10.20"
"The Whittington Hospital NHS Trust",96.6,1719,340,"2013.10.20"
"University College London Hospitals NHS Foundation Trust",91.3,2426,266,"2013.10.20"
"West Middlesex University Hospital NHS Trust",95.2,1099,422,"2013.10.20"
"Aintree University Hospital NHS Foundation Trust",96.7,1467,418,"2013.10.20"
"Alder Hey Children's NHS Foundation Trust",99.3,1029,295,"2013.10.20"
"Royal Liverpool And Broadgreen University Hospitals NHS Trust",94.1,1641,493,"2013.10.20"
"Southport And Ormskirk Hospital NHS Trust",97.8,829,270,"2013.10.20"
"St Helens And Knowsley Hospitals NHS Trust",94.5,1767,621,"2013.10.20"
"Harrogate And District NHS Foundation Trust",96.4,888,208,"2013.10.20"
"Hull And East Yorkshire Hospitals NHS Trust",94.3,2352,732,"2013.10.20"
"Northern Lincolnshire And Goole NHS Foundation Trust",94.6,2118,557,"2013.10.20"
"York Teaching Hospital NHS Foundation Trust",94.8,2481,555,"2013.10.20"
"Burton Hospitals NHS Foundation Trust",97.7,1112,334,"2013.10.20"
"Mid Staffordshire NHS Foundation Trust",93.3,914,209,"2013.10.20"
"Shrewsbury And Telford Hospital NHS Trust",92.6,1893,469,"2013.10.20"
"University Hospital Of North Staffordshire NHS Trust",89.9,2213,783,"2013.10.20"
"Barnsley Hospital NHS Foundation Trust",92.3,1559,325,"2013.10.20"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",94.9,2594,553,"2013.10.20"
"Sheffield Children's NHS Foundation Trust",98.3,1001,190,"2013.10.20"
"Sheffield Teaching Hospitals NHS Foundation Trust",90.9,2216,642,"2013.10.20"
"The Rotherham NHS Foundation Trust",94,1404,279,"2013.10.20"
"Ashford And St Peter's Hospitals NHS Foundation Trust",94.2,1707,440,"2013.10.20"
"Brighton And Sussex University Hospitals NHS Trust",91,2627,801,"2013.10.20"
"East Sussex Healthcare NHS Trust",93.7,1891,586,"2013.10.20"
"Frimley Park Hospital NHS Foundation Trust",95,1966,585,"2013.10.20"
"Royal Surrey County Hospital NHS Foundation Trust",86.9,1256,332,"2013.10.20"
"Surrey And Sussex Healthcare NHS Trust",93.6,1521,562,"2013.10.20"
"Western Sussex Hospitals NHS Foundation Trust",95.4,2477,672,"2013.10.20"
"Buckinghamshire Healthcare NHS Trust",91.7,1400,473,"2013.10.20"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",98.2,1872,624,"2013.10.20"
"Oxford University Hospitals NHS Trust",96.6,2316,727,"2013.10.20"
"Royal Berkshire NHS Foundation Trust",94.5,1934,539,"2013.10.20"
"Dorset County Hospital NHS Foundation Trust",95.4,803,236,"2013.10.20"
"Hampshire Hospitals NHS Foundation Trust",98,1774,435,"2013.10.20"
"Isle Of Wight NHS Trust",91.8,736,143,"2013.10.20"
"Poole Hospital NHS Foundation Trust",95.9,1115,358,"2013.10.20"
"Portsmouth Hospitals NHS Trust",95.8,1854,653,"2013.10.20"
"The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",93.6,1278,335,"2013.10.20"
"University Hospital Southampton NHS Foundation Trust",94.4,1863,474,"2013.10.20"
"Airedale NHS Foundation Trust",92.4,1010,265,"2013.10.20"
"Bradford Teaching Hospitals NHS Foundation Trust",98.4,2374,577,"2013.10.20"
"Calderdale And Huddersfield NHS Foundation Trust",96.2,2550,544,"2013.10.20"
"Leeds Teaching Hospitals NHS Trust",97.9,3830,1375,"2013.10.20"
"Mid Yorkshire Hospitals NHS Trust",97.4,4048,984,"2013.10.20"
"George Eliot Hospital NHS Trust",95.1,1157,233,"2013.10.13"
"South Warwickshire NHS Foundation Trust",93.8,1114,332,"2013.10.13"
"University Hospitals Coventry And Warwickshire NHS Trust",87.5,2537,851,"2013.10.13"
"Worcestershire Acute Hospitals NHS Trust",94.8,2231,628,"2013.10.13"
"Wye Valley NHS Trust",95.7,1005,200,"2013.10.13"
"Gloucestershire Hospitals NHS Foundation Trust",97.3,2371,781,"2013.10.13"
"Great Western Hospitals NHS Foundation Trust",95.9,1378,371,"2013.10.13"
"Royal United Hospital Bath NHS Trust",98.1,1357,487,"2013.10.13"
"Salisbury NHS Foundation Trust",97.1,836,214,"2013.10.13"
"Birmingham Children's Hospital NHS Foundation Trust",99.2,922,233,"2013.10.13"
"Heart Of England NHS Foundation Trust",88.3,4491,1448,"2013.10.13"
"Sandwell And West Birmingham Hospitals NHS Trust",89,2725,740,"2013.10.13"
"The Dudley Group NHS Foundation Trust",92.4,1808,499,"2013.10.13"
"The Royal Wolverhampton NHS Trust",96.6,2105,391,"2013.10.13"
"University Hospitals Birmingham NHS Foundation Trust",95.2,1900,514,"2013.10.13"
"Walsall Healthcare NHS Trust",95.5,1766,386,"2013.10.13"
"North Bristol NHS Trust",93.9,1288,370,"2013.10.13"
"Taunton And Somerset NHS Foundation Trust",93.2,1068,348,"2013.10.13"
"University Hospitals Bristol NHS Foundation Trust",93.3,1907,580,"2013.10.13"
"Weston Area Health NHS Trust",94.1,967,243,"2013.10.13"
"Yeovil District Hospital NHS Foundation Trust",96.4,868,286,"2013.10.13"
"Countess Of Chester Hospital NHS Foundation Trust",97.1,1301,370,"2013.10.13"
"East Cheshire NHS Trust",88.6,988,266,"2013.10.13"
"Mid Cheshire Hospitals NHS Foundation Trust",93.5,1200,250,"2013.10.13"
"Warrington And Halton Hospitals NHS Foundation Trust",95.9,1647,422,"2013.10.13"
"Wirral University Teaching Hospital NHS Foundation Trust",95.8,1701,494,"2013.10.13"
"City Hospitals Sunderland NHS Foundation Trust",94.3,1270,601,"2013.10.13"
"Gateshead Health NHS Foundation Trust",97.1,1270,321,"2013.10.13"
"North Cumbria University Hospitals NHS Trust",96,1460,335,"2013.10.13"
"Northumbria Healthcare NHS Foundation Trust",97.6,2732,705,"2013.10.13"
"South Tyneside NHS Foundation Trust",98.9,1141,217,"2013.10.13"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",97,2296,460,"2013.10.13"
"University Hospitals Of Morecambe Bay NHS Foundation Trust",95.6,1602,448,"2013.10.13"
"Chesterfield Royal Hospital NHS Foundation Trust",97,1355,385,"2013.10.13"
"Derby Hospitals NHS Foundation Trust",95.4,2390,713,"2013.10.13"
"Nottingham University Hospitals NHS Trust",93.9,3119,845,"2013.10.13"
"Sherwood Forest Hospitals NHS Foundation Trust",95.4,1695,485,"2013.10.13"
"Northern Devon Healthcare NHS Trust",95.9,654,226,"2013.10.13"
"Plymouth Hospitals NHS Trust",97.1,1648,420,"2013.10.13"
"Royal Cornwall Hospitals NHS Trust",83,1068,411,"2013.10.13"
"Royal Devon And Exeter NHS Foundation Trust",97.4,1870,548,"2013.10.13"
"South Devon Healthcare NHS Foundation Trust",97.9,1392,461,"2013.10.13"
"County Durham And Darlington NHS Foundation Trust",84.6,2417,733,"2013.10.13"
"North Tees And Hartlepool NHS Foundation Trust",95.4,1347,323,"2013.10.13"
"South Tees Hospitals NHS Foundation Trust",94.7,2370,521,"2013.10.13"
"Cambridge University Hospitals NHS Foundation Trust",93.9,1970,638,"2013.10.13"
"Hinchingbrooke Health Care NHS Trust",96.2,707,163,"2013.10.13"
"Ipswich Hospital NHS Trust",97.9,1455,371,"2013.10.13"
"James Paget University Hospitals NHS Foundation Trust",97,1225,229,"2013.10.13"
"Norfolk And Norwich University Hospitals NHS Foundation Trust",92.7,1796,576,"2013.10.13"
"Peterborough And Stamford Hospitals NHS Foundation Trust",92.8,1504,548,"2013.10.13"
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",91.6,971,309,"2013.10.13"
"West Suffolk NHS Foundation Trust",97.5,1085,304,"2013.10.13"
"Basildon And Thurrock University Hospitals NHS Foundation Trust",93.4,2254,426,"2013.10.13"
"Colchester Hospital University NHS Foundation Trust",97.7,1394,398,"2013.10.13"
"Mid Essex Hospital Services NHS Trust",99,1502,417,"2013.10.13"
"Southend University Hospital NHS Foundation Trust",98.2,1626,332,"2013.10.13"
"The Princess Alexandra Hospital NHS Trust",96.3,1976,488,"2013.10.13"
"Bolton NHS Foundation Trust",95.5,2140,437,"2013.10.13"
"Central Manchester University Hospitals NHS Foundation Trust",90.9,3666,1000,"2013.10.13"
"Pennine Acute Hospitals NHS Trust",91.6,4796,1151,"2013.10.13"
"Salford Royal NHS Foundation Trust",95.6,1731,542,"2013.10.13"
"Stockport NHS Foundation Trust",94.2,1714,515,"2013.10.13"
"Tameside Hospital NHS Foundation Trust",96.7,1504,374,"2013.10.13"
"University Hospital Of South Manchester NHS Foundation Trust",92.4,1731,549,"2013.10.13"
"Wrightington, Wigan And Leigh NHS Foundation Trust",97.8,1764,513,"2013.10.13"
"Bedford Hospital NHS Trust",90.8,1165,263,"2013.10.13"
"East And North Hertfordshire NHS Trust",97.1,2404,638,"2013.10.13"
"Kettering General Hospital NHS Foundation Trust",90,1384,384,"2013.10.13"
"Luton And Dunstable University Hospital NHS Foundation Trust",97.8,1517,456,"2013.10.13"
"Milton Keynes Hospital NHS Foundation Trust",92.8,1461,363,"2013.10.13"
"Northampton General Hospital NHS Trust",92.9,1872,415,"2013.10.13"
"West Hertfordshire Hospitals NHS Trust",86,1615,499,"2013.10.13"
"Dartford And Gravesham NHS Trust",97,1871,534,"2013.10.13"
"East Kent Hospitals University NHS Foundation Trust",91.4,2631,729,"2013.10.13"
"Maidstone And Tunbridge Wells NHS Trust",94.6,2314,624,"2013.10.13"
"Medway NHS Foundation Trust",93.6,1806,196,"2013.10.13"
"Blackpool Teaching Hospitals NHS Foundation Trust",91.6,1660,419,"2013.10.13"
"East Lancashire Hospitals NHS Trust",90.8,1878,666,"2013.10.13"
"Lancashire Teaching Hospitals NHS Foundation Trust",97.6,2450,425,"2013.10.13"
"United Lincolnshire Hospitals NHS Trust",94.2,2842,710,"2013.10.13"
"University Hospitals Of Leicester NHS Trust",92.4,2474,778,"2013.10.13"
"Barking, Havering And Redbridge University Hospitals NHS Trust",81.3,3842,893,"2013.10.13"
"Barnet And Chase Farm Hospitals NHS Trust",88.9,2914,513,"2013.10.13"
"Barts Health NHS Trust",95.4,5800,1609,"2013.10.13"
"Chelsea And Westminster Hospital NHS Foundation Trust",98.7,2282,343,"2013.10.13"
"Croydon Health Services NHS Trust",74.4,1228,549,"2013.10.13"
"Ealing Hospital NHS Trust",93.8,774,389,"2013.10.13"
"Epsom And St Helier University Hospitals NHS Trust",95.1,2605,587,"2013.10.13"
"Guy's And St Thomas' NHS Foundation Trust",95.4,2588,640,"2013.10.13"
"Homerton University Hospital NHS Foundation Trust",96.3,2204,275,"2013.10.13"
"Imperial College Healthcare NHS Trust",94.9,2603,901,"2013.10.13"
"King's College Hospital NHS Foundation Trust",84.6,4010,800,"2013.10.13"
"Kingston Hospital NHS Foundation Trust",95,1987,306,"2013.10.13"
"Lewisham And Greenwich NHS Trust",90.2,4123,889,"2013.10.13"
"North Middlesex University Hospital NHS Trust",95.7,2273,377,"2013.10.13"
"North West London Hospitals NHS Trust",83.4,1928,728,"2013.10.13"
"Royal Free London NHS Foundation Trust",97,1790,313,"2013.10.13"
"St George's Healthcare NHS Trust",95.2,2449,779,"2013.10.13"
"The Hillingdon Hospitals NHS Foundation Trust",93.2,944,380,"2013.10.13"
"The Whittington Hospital NHS Trust",95.6,1768,343,"2013.10.13"
"University College London Hospitals NHS Foundation Trust",92.2,2387,280,"2013.10.13"
"West Middlesex University Hospital NHS Trust",93.9,1154,449,"2013.10.13"
"Aintree University Hospital NHS Foundation Trust",92.4,1562,406,"2013.10.13"
"Alder Hey Children's NHS Foundation Trust",93.5,1102,299,"2013.10.13"
"Royal Liverpool And Broadgreen University Hospitals NHS Trust",92.1,1680,534,"2013.10.13"
"Southport And Ormskirk Hospital NHS Trust",95.6,833,234,"2013.10.13"
"St Helens And Knowsley Hospitals NHS Trust",96.2,1929,602,"2013.10.13"
"Harrogate And District NHS Foundation Trust",97.2,888,176,"2013.10.13"
"Hull And East Yorkshire Hospitals NHS Trust",92.4,2327,732,"2013.10.13"
"Northern Lincolnshire And Goole NHS Foundation Trust",96.3,2240,546,"2013.10.13"
"York Teaching Hospital NHS Foundation Trust",93.8,2560,602,"2013.10.13"
"Burton Hospitals NHS Foundation Trust",99.4,1032,297,"2013.10.13"
"Mid Staffordshire NHS Foundation Trust",92.8,921,187,"2013.10.13"
"Shrewsbury And Telford Hospital NHS Trust",94.6,1824,408,"2013.10.13"
"University Hospital Of North Staffordshire NHS Trust",83.4,2445,822,"2013.10.13"
"Barnsley Hospital NHS Foundation Trust",95.2,1427,340,"2013.10.13"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",95.9,2635,500,"2013.10.13"
"Sheffield Children's NHS Foundation Trust",99,998,148,"2013.10.13"
"Sheffield Teaching Hospitals NHS Foundation Trust",91.5,2211,595,"2013.10.13"
"The Rotherham NHS Foundation Trust",94.2,1399,265,"2013.10.13"
"Ashford And St Peter's Hospitals NHS Foundation Trust",90.9,1762,423,"2013.10.13"
"Brighton And Sussex University Hospitals NHS Trust",95.9,2661,806,"2013.10.13"
"East Sussex Healthcare NHS Trust",93.7,1891,513,"2013.10.13"
"Frimley Park Hospital NHS Foundation Trust",93.5,1920,549,"2013.10.13"
"Royal Surrey County Hospital NHS Foundation Trust",86,1197,316,"2013.10.13"
"Surrey And Sussex Healthcare NHS Trust",95.5,1544,504,"2013.10.13"
"Western Sussex Hospitals NHS Foundation Trust",94.9,2560,699,"2013.10.13"
"Buckinghamshire Healthcare NHS Trust",96,1516,499,"2013.10.13"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",98.4,1897,665,"2013.10.13"
"Oxford University Hospitals NHS Trust",96.3,2276,624,"2013.10.13"
"Royal Berkshire NHS Foundation Trust",92.8,1931,540,"2013.10.13"
